asset_id;asset_type;feeder_id;ilce;yas_2025;ariza_sayisi_5yil;agac_yogunlugu_skoru;kiyi_mesafesi_km;yuklenme_orani;fider_abone_sayisi;fider_kritik_musteri;toplam_kayip_kWh;Kirilganlik_Puan;Etki_Puan;Risk_Skoru;Risk_Kategorisi
MRS-F-022-T025;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;18,0;1;0,27;1;95,0%;8349;3;2105;50,19;67,45;33,85;Orta
MRS-F-022-T026;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;30,0;0;0,21;1;95,0%;8349;3;0;50,73;66,69;33,83;Orta
MRS-F-034-T008;DAGITIM_TRAFOSU;MRS-F-034;Yenisehir;20,0;3;0,4;1;55,7%;5319;3;24971,3;54,85;61,62;33,80;Orta
MRS-F-002-T017;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;32,0;0;0,33;1;80,8%;8649;3;0;49,57;68,09;33,75;Orta
MRS-F-007-T015;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;37,0;0;0,17;1;79,2%;8363;3;0;50,54;66,76;33,74;Orta
MRS-F-021-T047;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;23,0;2;0,3;1;65,2%;7396;3;6850,3;52,01;64,73;33,67;Orta
MRS-F-034-D0008;DIREK;MRS-F-034;Yenisehir;30,0;3;0,17;1;55,7%;5319;3;13569;58,50;57,49;33,63;Orta
MRS-F-022-D0005;DIREK;MRS-F-022;Toroslar;7,0;1;0,42;1;95,0%;8349;3;21468;45,14;74,47;33,62;Orta
MRS-F-002-T019;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;19,0;1;0,33;1;80,8%;8649;3;5973,3;47,84;70,25;33,61;Orta
MRS-F-003-T038;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;34,0;0;0,33;1;79,1%;8352;3;0;50,34;66,71;33,58;Orta
MRS-F-022-T042;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;27,7;0;0,3;1;95,0%;8349;3;0;50,28;66,69;33,53;Orta
MRS-F-022-T054;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;26,0;0;0,4;1;95,0%;8349;3;0;50,25;66,69;33,51;Orta
MRS-F-028-D0014;DIREK;MRS-F-028;Toroslar;30,0;2;0,28;1;83,2%;9059;1;14628,3;60,47;55,30;33,44;Orta
MRS-F-022-T018;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;28,0;0;0,27;1;95,0%;8349;3;0;50,14;66,69;33,44;Orta
MRS-F-086-T001;DAGITIM_TRAFOSU;MRS-F-086;Silifke;32,0;1;0,43;3;79,4%;8411;2;7817;55,81;59,81;33,38;Orta
MRS-F-009-T007;DAGITIM_TRAFOSU;MRS-F-009;Akdeniz;38,0;1;0,16;1;70,9%;6916;3;1605,5;54,97;60,59;33,31;Orta
MRS-F-022-T035;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;27,0;0;0,3;1;95,0%;8349;3;0;49,85;66,69;33,24;Orta
MRS-F-003-T057;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;36,0;0;0,16;1;79,1%;8352;3;0;49,83;66,71;33,24;Orta
MRS-F-021-T004;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;32,0;1;0,34;1;65,2%;7396;3;5368,2;51,77;64,19;33,23;Orta
MRS-F-035-D0012;DIREK;MRS-F-035;Yenisehir;29,0;3;0,18;1;55,6%;5297;3;13362,8;57,98;57,31;33,23;Orta
MRS-F-043-D0010;DIREK;MRS-F-043;Mezitli;25,0;2;0,12;1;69,2%;6616;3;13166,8;52,40;63,39;33,22;Orta
MRS-F-020-T057;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;26,0;1;0,05;1;75,9%;7797;3;14054;47,98;69,21;33,21;Orta
MRS-F-007-D0011;DIREK;MRS-F-007;Akdeniz;21,0;1;0,34;1;79,2%;8363;3;3512,3;48,72;68,03;33,14;Orta
MRS-F-086-T034;DAGITIM_TRAFOSU;MRS-F-086;Silifke;32,0;1;0,43;3;79,4%;8411;2;6593,5;55,81;59,37;33,13;Orta
MRS-F-020-T061;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;31,0;1;0;1;75,9%;7797;3;4004,2;50,46;65,57;33,09;Orta
MRS-F-082-T041;DAGITIM_TRAFOSU;MRS-F-082;Silifke;27,7;2;0,42;3;78,9%;8318;1;26094,6;59,03;56,00;33,06;Orta
MRS-F-055-T034;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;31,0;1;0,1;14;68,4%;8106;3;13693,7;46,82;70,52;33,02;Orta
MRS-F-003-T014;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;18,0;1;0,13;1;79,1%;8352;3;19207,6;44,82;73,66;33,01;Orta
MRS-F-009-D0010;DIREK;MRS-F-009;Akdeniz;26,0;1;0,31;1;70,9%;6916;3;19087,4;49,33;66,93;33,01;Orta
MRS-F-078-T025;DAGITIM_TRAFOSU;MRS-F-078;Erdemli;31,0;1;0,44;2;79,5%;6314;3;6108;55,54;59,42;33,00;Orta
MRS-F-049-D0004;DIREK;MRS-F-049;Mezitli;38,0;3;0,38;1;57,4%;5690;1;43492,6;65,79;50,06;32,93;Orta
MRS-F-022-T001;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;27,0;0;0,25;1;95,0%;8349;3;0;49,35;66,69;32,91;Orta
MRS-F-009-D0021;DIREK;MRS-F-009;Akdeniz;24,0;1;0,28;1;70,9%;6916;3;24179,3;47,84;68,77;32,90;Orta
MRS-F-008-D0014;DIREK;MRS-F-008;Akdeniz;18,0;2;0,05;1;75,7%;5814;3;33194,4;49,16;66,90;32,89;Orta
MRS-F-007-T009;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;21,0;1;0,28;1;79,2%;8363;3;4371,8;48,12;68,34;32,88;Orta
MRS-F-021-T026;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;33,0;1;0,19;1;65,2%;7396;3;6605,9;50,86;64,64;32,88;Orta
MRS-F-055-D0003;DIREK;MRS-F-055;Tarsus;9,0;2;0,3;14;68,4%;8106;3;36449,6;41,72;78,77;32,86;Orta
MRS-F-096-T014;DAGITIM_TRAFOSU;MRS-F-096;Bozyazi;36,0;1;0,39;2;76,5%;5920;3;5236,5;57,26;57,27;32,79;Orta
MRS-F-022-T044;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;24,0;0;0,41;1;95,0%;8349;3;0;49,16;66,69;32,79;Orta
MRS-F-003-D0004;DIREK;MRS-F-003;Akdeniz;35,0;0;0,15;1;79,1%;8352;3;0;49,13;66,71;32,78;Orta
MRS-F-007-T014;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;34,0;0;0,2;1;79,2%;8363;3;0;49,06;66,76;32,75;Orta
MRS-F-007-T031;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;36,0;0;0,08;1;79,2%;8363;3;0;49,05;66,76;32,74;Orta
MRS-F-034-D0028;DIREK;MRS-F-034;Yenisehir;47,0;1;0,22;1;55,7%;5319;3;13026,8;57,12;57,29;32,73;Orta
MRS-F-078-D0005;DIREK;MRS-F-078;Erdemli;29,0;1;0,49;2;79,5%;6314;3;6707;54,85;59,64;32,71;Orta
MRS-F-022-D0007;DIREK;MRS-F-022;Toroslar;10,0;1;0,38;1;95,0%;8349;3;9664,6;46,53;70,19;32,66;Orta
MRS-F-078-T026;DAGITIM_TRAFOSU;MRS-F-078;Erdemli;30,0;1;0,46;2;79,5%;6314;3;5317,1;55,14;59,13;32,61;Orta
MRS-F-055-T003;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;40,0;0;0,44;14;68,4%;8106;3;0;49,58;65,56;32,50;Orta
MRS-F-009-D0007;DIREK;MRS-F-009;Akdeniz;45,0;0;0,26;1;70,9%;6916;3;0;54,14;60,01;32,49;Orta
MRS-F-023-T014;DAGITIM_TRAFOSU;MRS-F-023;Toroslar;28,0;2;0,13;1;81,4%;6562;2;22769,8;57,34;56,61;32,46;Orta
MRS-F-022-T029;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;24,0;0;0,36;1;95,0%;8349;3;0;48,66;66,69;32,45;Orta
MRS-F-003-T007;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;33,0;0;0,22;1;79,1%;8352;3;0;48,64;66,71;32,45;Orta
MRS-F-005-T021;DAGITIM_TRAFOSU;MRS-F-005;Akdeniz;25,0;2;0,39;1;70,5%;6851;1;51892,7;55,44;58,51;32,44;Orta
MRS-F-007-T054;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;36,0;0;0,03;1;79,2%;8363;3;0;48,55;66,76;32,41;Orta
MRS-F-034-D0010;DIREK;MRS-F-034;Yenisehir;39,0;2;0,22;1;55,7%;5319;3;7963,7;58,36;55,46;32,36;Orta
MRS-F-020-T051;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;40,0;0;0,06;1;75,9%;7797;3;0;50,42;64,12;32,33;Orta
MRS-F-035-D0005;DIREK;MRS-F-035;Yenisehir;47,0;1;0,27;1;55,6%;5297;3;10040;57,60;56,11;32,32;Orta
MRS-F-020-T016;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;39,0;0;0,11;1;75,9%;7797;3;0;50,32;64,12;32,27;Orta
MRS-F-025-D0005;DIREK;MRS-F-025;Toroslar;19,0;5;0,34;1;75,3%;5766;1;30454,6;70,56;45,69;32,24;Orta
MRS-F-028-D0021;DIREK;MRS-F-028;Toroslar;22,0;2;0,24;1;83,2%;9059;1;22794,2;55,31;58,26;32,22;Orta
MRS-F-022-T050;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;23,0;0;0,38;1;95,0%;8349;3;0;48,26;66,69;32,19;Orta
MRS-F-003-T024;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;32,0;0;0,24;1;79,1%;8352;3;0;48,25;66,71;32,18;Orta
MRS-F-096-T012;DAGITIM_TRAFOSU;MRS-F-096;Bozyazi;34,0;1;0,41;2;76,5%;5920;3;4321,5;56,27;56,94;32,04;Orta
MRS-F-002-T047;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;27,7;0;0,33;1;80,8%;8649;3;0;47,03;68,09;32,02;Orta
MRS-F-043-T028;DAGITIM_TRAFOSU;MRS-F-043;Mezitli;14,0;2;0;1;69,2%;6616;3;35891,4;44,65;71,62;31,98;Orta
MRS-F-086-T044;DAGITIM_TRAFOSU;MRS-F-086;Silifke;19,0;1;0,31;3;79,4%;8411;2;31027,8;46,87;68,22;31,98;Orta
MRS-F-002-D0006;DIREK;MRS-F-002;Akdeniz;7,0;2;0,25;1;80,8%;8649;3;4274,3;45,89;69,64;31,96;Orta
MRS-F-082-D0023;DIREK;MRS-F-082;Silifke;31,0;2;0,43;3;78,9%;8318;1;15765,8;61,08;52,26;31,92;Orta
MRS-F-040-T023;DAGITIM_TRAFOSU;MRS-F-040;Yenisehir;21,0;1;0,28;1;68,6%;8136;3;12287,1;45,47;70,15;31,90;Orta
MRS-F-003-T068;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;17,0;1;0,28;1;79,1%;8352;3;8280,3;45,72;69,71;31,87;Orta
MRS-F-061-D0020;DIREK;MRS-F-061;Tarsus;26,0;4;0,21;14;70,2%;5100;2;24007;63,39;50,25;31,85;Orta
MRS-F-002-T011;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;30,0;0;0,17;1;80,8%;8649;3;0;46,78;68,09;31,85;Orta
MRS-F-002-T006;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;27,7;0;0,3;1;80,8%;8649;3;0;46,73;68,09;31,82;Orta
MRS-F-055-T051;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;27,7;1;0,23;14;68,4%;8106;3;9120,2;46,17;68,86;31,79;Orta
MRS-F-079-T011;DAGITIM_TRAFOSU;MRS-F-079;Erdemli;43,0;1;0,32;2;71,5%;7019;1;35708,6;59,48;53,43;31,78;Orta
MRS-F-055-T024;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;43,0;0;0,15;14;68,4%;8106;3;0;48,46;65,56;31,77;Orta
MRS-F-007-D0005;DIREK;MRS-F-007;Akdeniz;30,0;0;0,29;1;79,2%;8363;3;0;47,57;66,76;31,76;Orta
MRS-F-007-T005;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;15,0;1;0,36;1;79,2%;8363;3;9029,3;45,35;70,03;31,75;Orta
MRS-F-002-D0002;DIREK;MRS-F-002;Akdeniz;28,0;0;0,27;1;80,8%;8649;3;0;46,59;68,09;31,72;Orta
MRS-F-021-T005;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;29,0;1;0,38;1;65,2%;7396;3;1674,7;50,38;62,86;31,67;Orta
MRS-F-020-T023;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;24,0;1;0,18;1;75,9%;7797;3;4758,8;48,09;65,84;31,67;Orta
MRS-F-021-D0001;DIREK;MRS-F-021;Toroslar;28,0;1;0,27;1;65,2%;7396;3;7566,8;48,69;64,99;31,64;Orta
MRS-F-020-T026;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;24,0;1;0,16;1;75,9%;7797;3;5310,6;47,89;66,04;31,63;Orta
MRS-F-075-T012;DAGITIM_TRAFOSU;MRS-F-075;Erdemli;27,0;2;0,27;2;70,7%;8594;1;25880,8;55,25;57,21;31,61;Orta
MRS-F-078-T031;DAGITIM_TRAFOSU;MRS-F-078;Erdemli;27,0;1;0,46;2;79,5%;6314;3;5373,2;53,36;59,15;31,56;Orta
MRS-F-009-D0003;DIREK;MRS-F-009;Akdeniz;23,0;1;0,32;1;70,9%;6916;3;17085;47,64;66,20;31,54;Orta
MRS-F-007-T035;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;27,7;0;0,39;1;79,2%;8363;3;0;47,22;66,76;31,52;Orta
MRS-F-003-T040;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;34,0;0;0,02;1;79,1%;8352;3;0;47,24;66,71;31,51;Orta
MRS-F-055-T005;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;27,0;1;0,05;14;68,4%;8106;3;16988,9;43,94;71,71;31,51;Orta
MRS-F-020-T035;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;36,0;0;0,17;1;75,9%;7797;3;0;49,14;64,12;31,51;Orta
MRS-F-078-T011;DAGITIM_TRAFOSU;MRS-F-078;Erdemli;31,0;1;0,3;2;79,5%;6314;3;2624,5;54,14;58,16;31,48;Orta
MRS-F-009-D0022;DIREK;MRS-F-009;Akdeniz;27,7;1;0,34;1;70,9%;6916;3;5900,9;50,65;62,15;31,48;Orta
MRS-F-007-T046;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;18,0;1;0,27;1;79,2%;8363;3;3555;46,23;68,04;31,46;Orta
MRS-F-007-T017;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;28,0;0;0,36;1;79,2%;8363;3;0;47,08;66,76;31,43;Orta
MRS-F-022-T016;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;23,0;0;0,26;1;95,0%;8349;3;0;47,06;66,69;31,39;Orta
MRS-F-002-T010;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;28,0;0;0,22;1;80,8%;8649;3;0;46,09;68,09;31,38;Orta
MRS-F-007-T047;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;22,0;1;0;1;79,2%;8363;3;4369;45,91;68,34;31,38;Orta
MRS-F-003-T033;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;28,0;0;0,35;1;79,1%;8352;3;0;46,97;66,71;31,33;Orta
MRS-F-022-T028;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;8,0;1;0,29;1;95,0%;8349;3;10102,1;44,44;70,35;31,26;Orta
MRS-F-040-D0004;DIREK;MRS-F-040;Yenisehir;25,0;1;0,22;1;68,6%;8136;3;1232,6;47,25;66,15;31,25;Orta
MRS-F-002-T049;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;31,0;0;0,02;1;80,8%;8649;3;0;45,88;68,09;31,24;Orta
MRS-F-002-T029;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;12,0;1;0,43;1;80,8%;8649;3;5025,9;44,67;69,91;31,23;Orta
MRS-F-022-T038;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;21,0;0;0,35;1;95,0%;8349;3;0;46,77;66,69;31,19;Orta
MRS-F-055-T054;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;25,0;1;0,28;14;68,4%;8106;3;10008,1;45,05;69,18;31,17;Orta
MRS-F-007-T052;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;29,0;0;0,26;1;79,2%;8363;3;0;46,68;66,76;31,16;Orta
MRS-F-003-T016;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;30,0;0;0,2;1;79,1%;8352;3;0;46,66;66,71;31,12;Orta
MRS-F-008-D0015;DIREK;MRS-F-008;Akdeniz;26,0;2;0;1;75,7%;5814;3;9278,8;53,42;58,24;31,11;Orta
MRS-F-075-D0012;DIREK;MRS-F-075;Erdemli;28,0;2;0,23;2;70,7%;8594;1;22828,1;55,45;56,10;31,11;Orta
MRS-F-009-D0011;DIREK;MRS-F-009;Akdeniz;27,0;1;0,38;1;70,9%;6916;3;3847,5;50,62;61,41;31,08;Orta
MRS-F-040-T015;DAGITIM_TRAFOSU;MRS-F-040;Yenisehir;37,0;0;0,11;1;68,6%;8136;3;0;47,29;65,70;31,07;Orta
MRS-F-003-T061;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;30,0;0;0,19;1;79,1%;8352;3;0;46,56;66,71;31,06;Orta
MRS-F-035-D0002;DIREK;MRS-F-035;Yenisehir;18,0;3;0,29;1;55,6%;5297;3;18329,8;52,54;59,11;31,05;Orta
MRS-F-028-D0030;DIREK;MRS-F-028;Toroslar;23,0;2;0,28;1;83,2%;9059;1;13987;56,30;55,07;31,00;Orta
MRS-F-003-T005;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;27,0;0;0,36;1;79,1%;8352;3;0;46,47;66,71;31,00;Orta
MRS-F-007-T002;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;27,7;0;0,31;1;79,2%;8363;3;0;46,42;66,76;30,99;Orta
MRS-F-009-T043;DAGITIM_TRAFOSU;MRS-F-009;Akdeniz;25,0;1;0,46;1;70,9%;6916;3;4596,3;50,23;61,68;30,98;Orta
MRS-F-009-T015;DAGITIM_TRAFOSU;MRS-F-009;Akdeniz;29,0;1;0,26;1;70,9%;6916;3;3289,7;50,61;61,20;30,98;Orta
MRS-F-003-D0001;DIREK;MRS-F-003;Akdeniz;30,0;0;0,17;1;79,1%;8352;3;0;46,36;66,71;30,92;Orta
MRS-F-007-T004;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;28,0;0;0,27;1;79,2%;8363;3;0;46,18;66,76;30,83;Orta
MRS-F-031-D0014;DIREK;MRS-F-031;Yenisehir;36,0;1;0,26;1;59,2%;6087;3;9031,4;51,85;59,42;30,81;Orta
MRS-F-003-T036;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;27,0;0;0,33;1;79,1%;8352;3;0;46,17;66,71;30,80;Orta
MRS-F-032-D0020;DIREK;MRS-F-032;Yenisehir;24,0;2;0,05;1;60,3%;6333;3;15710,5;48,89;62,99;30,80;Orta
MRS-F-086-T033;DAGITIM_TRAFOSU;MRS-F-086;Silifke;19,0;1;0,38;3;79,4%;8411;2;21386,4;47,57;64,73;30,79;Orta
MRS-F-009-T046;DAGITIM_TRAFOSU;MRS-F-009;Akdeniz;22,0;1;0,27;1;70,9%;6916;3;16845,2;46,54;66,12;30,77;Orta
MRS-F-055-T036;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;24,0;1;0,36;14;68,4%;8106;3;6159,6;45,25;67,79;30,68;Orta
MRS-F-075-T027;DAGITIM_TRAFOSU;MRS-F-075;Erdemli;29,0;2;0,32;2;70,7%;8594;1;16658,3;56,94;53,87;30,67;Orta
MRS-F-062-T020;DAGITIM_TRAFOSU;MRS-F-062;Tarsus;21,0;2;0,53;14;79,2%;6275;2;27188,8;53,86;56,88;30,63;Orta
MRS-F-002-T028;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;26,0;0;0,22;1;80,8%;8649;3;0;44,90;68,09;30,57;Orta
MRS-F-031-T010;DAGITIM_TRAFOSU;MRS-F-031;Yenisehir;37,0;1;0,22;1;59,2%;6087;3;6949,6;52,05;58,67;30,54;Orta
MRS-F-005-D0006;DIREK;MRS-F-005;Akdeniz;23,0;4;0,25;1;70,5%;6851;1;20307,2;64,85;47,07;30,52;Orta
MRS-F-003-T062;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;31,0;0;0,05;1;79,1%;8352;3;0;45,75;66,71;30,52;Orta
MRS-F-078-D0001;DIREK;MRS-F-078;Erdemli;25,0;1;0,3;2;79,5%;6314;3;8636,8;50,56;60,34;30,51;Orta
MRS-F-007-T016;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;29,0;0;0,16;1;79,2%;8363;3;0;45,68;66,76;30,49;Orta
MRS-F-028-T038;DAGITIM_TRAFOSU;MRS-F-028;Toroslar;25,0;2;0,25;1;83,2%;9059;1;9137,2;57,19;53,31;30,49;Orta
MRS-F-007-T038;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;27,7;0;0,23;1;79,2%;8363;3;0;45,62;66,76;30,45;Orta
MRS-F-003-T066;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;31,0;0;0,04;1;79,1%;8352;3;0;45,65;66,71;30,45;Orta
MRS-F-020-T058;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;36,0;0;0;1;75,9%;7797;3;0;47,44;64,12;30,42;Orta
MRS-F-075-D0011;DIREK;MRS-F-075;Erdemli;24,0;2;0,36;2;70,7%;8594;1;22271,4;54,36;55,90;30,39;Orta
MRS-F-020-T015;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;21,0;1;0;1;75,9%;7797;3;11245,3;44,51;68,19;30,35;Orta
MRS-F-021-D0005;DIREK;MRS-F-021;Toroslar;35,0;0;0,46;1;65,2%;7396;3;0;48,75;62,25;30,35;Orta
MRS-F-043-T023;DAGITIM_TRAFOSU;MRS-F-043;Mezitli;26,0;1;0,38;1;69,2%;6616;3;7110,4;49,60;61,19;30,35;Orta
MRS-F-022-T046;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;19,0;0;0,34;1;95,0%;8349;3;0;45,48;66,69;30,33;Orta
MRS-F-002-T002;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;25,0;0;0,24;1;80,8%;8649;3;0;44,51;68,09;30,30;Orta
MRS-F-022-T031;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;18,0;0;0,39;1;95,0%;8349;3;0;45,39;66,69;30,27;Orta
MRS-F-075-T040;DAGITIM_TRAFOSU;MRS-F-075;Erdemli;29,0;2;0,16;2;70,7%;8594;1;18902,7;55,34;54,68;30,26;Orta
MRS-F-086-T003;DAGITIM_TRAFOSU;MRS-F-086;Silifke;19,0;1;0,42;3;79,4%;8411;2;16813,4;47,97;63,07;30,26;Orta
MRS-F-028-T020;DAGITIM_TRAFOSU;MRS-F-028;Toroslar;36,0;1;0,12;1;83,2%;9059;1;9928,8;56,44;53,60;30,25;Orta
MRS-F-002-T051;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;25,0;0;0,23;1;80,8%;8649;3;0;44,41;68,09;30,24;Orta
MRS-F-023-T005;DAGITIM_TRAFOSU;MRS-F-023;Toroslar;43,0;1;0,29;1;81,4%;6562;2;1345,2;61,86;48,85;30,22;Orta
MRS-F-031-T008;DAGITIM_TRAFOSU;MRS-F-031;Yenisehir;36,0;1;0,17;1;59,2%;6087;3;8719,9;50,95;59,31;30,22;Orta
MRS-F-022-T034;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;22,0;0;0,14;1;95,0%;8349;3;0;45,27;66,69;30,19;Orta
MRS-F-020-T050;DAGITIM_TRAFOSU;MRS-F-020;Toroslar;34,0;0;0,08;1;75,9%;7797;3;0;47,05;64,12;30,17;Orta
MRS-F-096-T025;DAGITIM_TRAFOSU;MRS-F-096;Bozyazi;22,0;1;0,37;2;76,5%;5920;3;17996;48,73;61,89;30,16;Orta
MRS-F-021-T022;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;25,0;1;0,22;1;65,2%;7396;3;7571,2;46,40;64,99;30,16;Orta
MRS-F-042-D0004;DIREK;MRS-F-042;Mezitli;39,0;3;0,09;1;68,3%;6469;1;20978,9;66,22;45,53;30,15;Orta
MRS-F-078-T027;DAGITIM_TRAFOSU;MRS-F-078;Erdemli;21,0;1;0,3;2;79,5%;6314;3;14764,7;48,18;62,56;30,14;Orta
MRS-F-022-T040;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;19,0;0;0,31;1;95,0%;8349;3;0;45,18;66,69;30,13;Orta
MRS-F-003-T056;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;28,0;0;0,17;1;79,1%;8352;3;0;45,17;66,71;30,13;Orta
MRS-F-043-T025;DAGITIM_TRAFOSU;MRS-F-043;Mezitli;28,0;1;0,18;1;69,2%;6616;3;8584,5;48,79;61,73;30,11;Orta
MRS-F-007-T030;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;27,0;0;0,22;1;79,2%;8363;3;0;45,09;66,76;30,10;Orta
MRS-F-021-T014;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;36,0;0;0,36;1;65,2%;7396;3;0;48,35;62,25;30,10;Orta
MRS-F-021-D0008;DIREK;MRS-F-021;Toroslar;37,0;0;0,3;1;65,2%;7396;3;0;48,35;62,25;30,09;Orta
MRS-F-055-T015;DAGITIM_TRAFOSU;MRS-F-055;Tarsus;21,0;1;0,22;14;68,4%;8106;3;16264,9;42,07;71,45;30,06;Orta
MRS-F-031-T032;DAGITIM_TRAFOSU;MRS-F-031;Yenisehir;23,0;1;0,31;1;59,2%;6087;3;30804,3;44,62;67,31;30,03;Orta
MRS-F-031-D0010;DIREK;MRS-F-031;Yenisehir;36,0;1;0,24;1;59,2%;6087;3;5396;51,65;58,10;30,01;Orta
MRS-F-021-T030;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;23,0;1;0,38;1;65,2%;7396;3;5121,4;46,81;64,11;30,01;Orta
MRS-F-023-T028;DAGITIM_TRAFOSU;MRS-F-023;Toroslar;27,7;2;0,22;1;81,4%;6562;2;9143,1;58,07;51,68;30,01;Orta
MRS-F-022-T061;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;18,0;0;0,35;1;95,0%;8349;3;0;44,99;66,69;30,00;Orta
MRS-F-007-T028;DAGITIM_TRAFOSU;MRS-F-007;Akdeniz;25,0;0;0,32;1;79,2%;8363;3;0;44,90;66,76;29,97;Orta
MRS-F-028-D0011;DIREK;MRS-F-028;Toroslar;32,0;1;0,17;1;83,2%;9059;1;13504;54,56;54,89;29,95;Orta
MRS-F-003-T031;DAGITIM_TRAFOSU;MRS-F-003;Akdeniz;26,0;0;0,26;1;79,1%;8352;3;0;44,88;66,71;29,94;Orta
MRS-F-022-T033;DAGITIM_TRAFOSU;MRS-F-022;Toroslar;19,0;0;0,28;1;95,0%;8349;3;0;44,88;66,69;29,93;Orta
MRS-F-034-D0006;DIREK;MRS-F-034;Yenisehir;31,0;2;0,41;1;55,7%;5319;3;3729;55,50;53,92;29,93;Orta
MRS-F-021-T009;DAGITIM_TRAFOSU;MRS-F-021;Toroslar;25,0;1;0,19;1;65,2%;7396;3;7303,2;46,10;64,90;29,92;Orta
MRS-F-002-T048;DAGITIM_TRAFOSU;MRS-F-002;Akdeniz;21,0;0;0,42;1;80,8%;8649;3;0;43,93;68,09;29,91;Orta
